DATE,STORE CODE,STORE NAME,LOCATION,CITY,Total
31/12/2025,4,VAN HEUSEN,City Centre,SILIGURI,9468.0
31/12/2025,6,SUCCESS,Cosmos Mall,SILIGURI,17333.0
31/12/2025,9,COBB,Cosmos Mall,SILIGURI,26943.0
31/12/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,80650.0
31/12/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,6999.0
31/12/2025,22,MADAME,Cosmos Mall,SILIGURI,101845.0
31/12/2025,23,MADAME,City Centre,SILIGURI,139634.0
31/12/2025,24,MADAME,Roodraksh Mall,GUWAHATI,138429.0
31/12/2025,25,BINGE,Cosmos Mall,SILIGURI,4250.0
31/12/2025,26,BINGE,City Centre,SILIGURI,0.0
31/12/2025,27,BINGE,Roodraksh Mall,GUWAHATI,8498.0
31/12/2025,33,LONGHORNS,City Centre,SILIGURI,0.0
31/12/2025,35,CASUALS,Hill Cart Road,SILIGURI,4699.0
31/12/2025,37,COLORPLUS,City Centre,SILIGURI,12176.0
31/12/2025,40,COLORPLUS,Mani Square,KOLKATA,51357.0
31/12/2025,41,COLORPLUS,Salt Lake,KOLKATA,77204.0
31/12/2025,42,SABHYATA,City Centre,SILIGURI,57212.0
31/12/2025,45,FREEDOM FASHION,City Centre,SILIGURI,7594.0
31/12/2025,47,TURTLE,Cosmos Mall,SILIGURI,38587.0
31/12/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,54990.0
31/12/2025,56,MANYAVAR,City Centre,SILIGURI,3499.0
31/12/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,251026.0
31/12/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,28693.0
31/12/2025,61,MANYAVAR,Mani Square,KOLKATA,94325.0
31/12/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,24997.0
31/12/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,0.0
31/12/2025,64,SABHYATA,Junction Mall,DURGAPUR,37662.0
31/12/2025,68,TURTLE,Gariahat,KOLKATA,7776.0
31/12/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,27263.0
31/12/2025,74,BINGE,Crossroad,ROURKELA,5550.0
31/12/2025,76,TURTLE,FORUM MALL,ROURKELA,6598.0
31/12/2025,81,NUMERO UNO,City Centre,SILIGURI,25283.0
31/12/2025,82,MADAME,M.G. Marg,GANGTOK,109634.0
31/12/2025,83,MINIKLUB,City Centre,SILIGURI,34886.0
31/12/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,15770.0
31/12/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,32006.0
31/12/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,34542.0
31/12/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,84225.0
31/12/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,74362.0
31/12/2025,92,MANYAVAR & MOHEY,Malda,MALDA,44617.0
31/12/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,40494.0
31/12/2025,94,NUMERO UNO,NH31A,GANGTOK,0.0
31/12/2025,95,AURELIA,City Centre,SILIGURI,9116.0
31/12/2025,96,TURTLE,Mani Square,KOLKATA,67804.0
31/12/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,59465.0
31/12/2025,98,TURTLE,City Centre,SILIGURI,11012.0
31/12/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
31/12/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
31/12/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,286464.0
31/12/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
31/12/2025,104,TURTLE,West Point,GANGTOK,18717.0
31/12/2025,105,MANYAVAR & MOHEY,Silchar,SILCHAR,55113.0
31/12/2025,10005,MANYAVAR,Sevok Road,SILIGURI,82908.0
01/01/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,53233.0
01/01/2026,4,VAN HEUSEN,City Centre,SILIGURI,31099.0
01/01/2026,6,SUCCESS,Cosmos Mall,SILIGURI,17628.0
01/01/2026,9,COBB,Cosmos Mall,SILIGURI,18764.0
01/01/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,339999.0
01/01/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,20463.0
01/01/2026,22,MADAME,Cosmos Mall,SILIGURI,77041.0
01/01/2026,23,MADAME,City Centre,SILIGURI,60639.0
01/01/2026,24,MADAME,Roodraksh Mall,GUWAHATI,139571.0
01/01/2026,25,BINGE,Cosmos Mall,SILIGURI,8500.0
01/01/2026,26,BINGE,City Centre,SILIGURI,0.0
01/01/2026,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
01/01/2026,33,LONGHORNS,City Centre,SILIGURI,0.0
01/01/2026,35,CASUALS,Hill Cart Road,SILIGURI,10909.0
01/01/2026,37,COLORPLUS,City Centre,SILIGURI,9915.0
01/01/2026,40,COLORPLUS,Mani Square,KOLKATA,28973.0
01/01/2026,41,COLORPLUS,Salt Lake,KOLKATA,58539.0
01/01/2026,42,SABHYATA,City Centre,SILIGURI,38669.0
01/01/2026,45,FREEDOM FASHION,City Centre,SILIGURI,26519.0
01/01/2026,47,TURTLE,Cosmos Mall,SILIGURI,18773.0
01/01/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,28641.0
01/01/2026,56,MANYAVAR,City Centre,SILIGURI,12998.0
01/01/2026,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,192233.0
01/01/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,25469.0
01/01/2026,61,MANYAVAR,Mani Square,KOLKATA,51606.0
01/01/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,2199.0
01/01/2026,63,SABHYATA,Roodraksh Mall,GUWAHATI,0.0
01/01/2026,64,SABHYATA,Junction Mall,DURGAPUR,13760.0
01/01/2026,68,TURTLE,Gariahat,KOLKATA,9815.0
01/01/2026,69,TURTLE,"City Centre,GHT",GUWAHATI,46393.0
01/01/2026,74,BINGE,Crossroad,ROURKELA,8099.0
01/01/2026,76,TURTLE,FORUM MALL,ROURKELA,1599.0
01/01/2026,81,NUMERO UNO,City Centre,SILIGURI,43068.0
01/01/2026,82,MADAME,M.G. Marg,GANGTOK,52488.0
01/01/2026,83,MINIKLUB,City Centre,SILIGURI,29107.0
01/01/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,12066.0
01/01/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,30372.0
01/01/2026,89,MANYAVAR,"City Centre,GHT",GUWAHATI,34267.0
01/01/2026,90,MANYAVAR,Rajarhat CC2,KOLKATA,78225.0
01/01/2026,91,MANYAVAR & MOHEY,Agartala,AGARTALA,81311.0
01/01/2026,92,MANYAVAR & MOHEY,Malda,MALDA,13021.0
01/01/2026,93,SABHYATA,"City Centre,GHT",GUWAHATI,39767.0
01/01/2026,94,NUMERO UNO,NH31A,GANGTOK,0.0
01/01/2026,95,AURELIA,City Centre,SILIGURI,3958.0
01/01/2026,96,TURTLE,Mani Square,KOLKATA,53289.0
01/01/2026,97,MANYAVAR & MOHEY,Jorhat,JORHAT,47288.0
01/01/2026,98,TURTLE,City Centre,SILIGURI,12747.0
01/01/2026,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
01/01/2026,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
01/01/2026,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,100113.0
01/01/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,7147.0
01/01/2026,104,TURTLE,West Point,GANGTOK,22706.0
01/01/2026,105,MANYAVAR & MOHEY,Silchar,SILCHAR,39841.0
01/01/2026,10005,MANYAVAR,Sevok Road,SILIGURI,53939.0
02/01/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,22250.0
02/01/2026,4,VAN HEUSEN,City Centre,SILIGURI,32442.0
02/01/2026,6,SUCCESS,Cosmos Mall,SILIGURI,0.0
02/01/2026,9,COBB,Cosmos Mall,SILIGURI,6229.0
02/01/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,118834.0
02/01/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,12393.0
02/01/2026,22,MADAME,Cosmos Mall,SILIGURI,59015.0
02/01/2026,23,MADAME,City Centre,SILIGURI,58018.0
02/01/2026,24,MADAME,Roodraksh Mall,GUWAHATI,246211.0
02/01/2026,25,BINGE,Cosmos Mall,SILIGURI,4250.0
02/01/2026,26,BINGE,City Centre,SILIGURI,0.0
02/01/2026,27,BINGE,Roodraksh Mall,GUWAHATI,9722.0
02/01/2026,33,LONGHORNS,City Centre,SILIGURI,0.0
02/01/2026,35,CASUALS,Hill Cart Road,SILIGURI,4667.0
02/01/2026,37,COLORPLUS,City Centre,SILIGURI,27485.0
02/01/2026,40,COLORPLUS,Mani Square,KOLKATA,7120.0
02/01/2026,41,COLORPLUS,Salt Lake,KOLKATA,105224.0
02/01/2026,42,SABHYATA,City Centre,SILIGURI,16942.0
02/01/2026,45,FREEDOM FASHION,City Centre,SILIGURI,29233.0
02/01/2026,47,TURTLE,Cosmos Mall,SILIGURI,9537.0
02/01/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,25169.0
02/01/2026,56,MANYAVAR,City Centre,SILIGURI,14397.0
02/01/2026,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,59143.0
02/01/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,5248.0
02/01/2026,61,MANYAVAR,Mani Square,KOLKATA,40916.0
02/01/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,9822.0
02/01/2026,63,SABHYATA,Roodraksh Mall,GUWAHATI,0.0
02/01/2026,64,SABHYATA,Junction Mall,DURGAPUR,21395.0
02/01/2026,68,TURTLE,Gariahat,KOLKATA,8995.0
02/01/2026,69,TURTLE,"City Centre,GHT",GUWAHATI,27047.0
02/01/2026,74,BINGE,Crossroad,ROURKELA,0.0
02/01/2026,76,TURTLE,FORUM MALL,ROURKELA,1519.0
02/01/2026,81,NUMERO UNO,City Centre,SILIGURI,8349.0
02/01/2026,82,MADAME,M.G. Marg,GANGTOK,46588.0
02/01/2026,83,MINIKLUB,City Centre,SILIGURI,15664.0
02/01/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,8117.0
02/01/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,3977.0
02/01/2026,89,MANYAVAR,"City Centre,GHT",GUWAHATI,26444.0
02/01/2026,90,MANYAVAR,Rajarhat CC2,KOLKATA,178340.0
02/01/2026,91,MANYAVAR & MOHEY,Agartala,AGARTALA,21997.0
02/01/2026,92,MANYAVAR & MOHEY,Malda,MALDA,81190.0
02/01/2026,93,SABHYATA,"City Centre,GHT",GUWAHATI,37187.0
02/01/2026,94,NUMERO UNO,NH31A,GANGTOK,0.0
02/01/2026,95,AURELIA,City Centre,SILIGURI,4199.0
02/01/2026,96,TURTLE,Mani Square,KOLKATA,22234.0
02/01/2026,97,MANYAVAR & MOHEY,Jorhat,JORHAT,23241.0
02/01/2026,98,TURTLE,City Centre,SILIGURI,16273.0
02/01/2026,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
02/01/2026,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
02/01/2026,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,288884.0
02/01/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
02/01/2026,104,TURTLE,West Point,GANGTOK,7022.0
02/01/2026,105,MANYAVAR & MOHEY,Silchar,SILCHAR,52639.0
02/01/2026,10005,MANYAVAR,Sevok Road,SILIGURI,54460.0
03/01/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,60527.0
03/01/2026,4,VAN HEUSEN,City Centre,SILIGURI,44688.0
03/01/2026,6,SUCCESS,Cosmos Mall,SILIGURI,9119.0
03/01/2026,9,COBB,Cosmos Mall,SILIGURI,11747.0
03/01/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,208339.0
03/01/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,22660.0
03/01/2026,22,MADAME,Cosmos Mall,SILIGURI,60189.0
03/01/2026,23,MADAME,City Centre,SILIGURI,13494.0
03/01/2026,24,MADAME,Roodraksh Mall,GUWAHATI,70396.0
03/01/2026,25,BINGE,Cosmos Mall,SILIGURI,4900.0
03/01/2026,26,BINGE,City Centre,SILIGURI,0.0
03/01/2026,27,BINGE,Roodraksh Mall,GUWAHATI,4674.0
03/01/2026,33,LONGHORNS,City Centre,SILIGURI,0.0
03/01/2026,35,CASUALS,Hill Cart Road,SILIGURI,13295.0
03/01/2026,37,COLORPLUS,City Centre,SILIGURI,7169.0
03/01/2026,40,COLORPLUS,Mani Square,KOLKATA,15901.0
03/01/2026,41,COLORPLUS,Salt Lake,KOLKATA,81204.0
03/01/2026,42,SABHYATA,City Centre,SILIGURI,64224.0
03/01/2026,45,FREEDOM FASHION,City Centre,SILIGURI,11392.0
03/01/2026,47,TURTLE,Cosmos Mall,SILIGURI,5894.0
03/01/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,52960.0
03/01/2026,56,MANYAVAR,City Centre,SILIGURI,36844.0
03/01/2026,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,134204.0
03/01/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,9271.0
03/01/2026,61,MANYAVAR,Mani Square,KOLKATA,50585.0
03/01/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,17277.0
03/01/2026,63,SABHYATA,Roodraksh Mall,GUWAHATI,0.0
03/01/2026,64,SABHYATA,Junction Mall,DURGAPUR,10654.0
03/01/2026,68,TURTLE,Gariahat,KOLKATA,40387.0
03/01/2026,69,TURTLE,"City Centre,GHT",GUWAHATI,57255.0
03/01/2026,74,BINGE,Crossroad,ROURKELA,15649.0
03/01/2026,76,TURTLE,FORUM MALL,ROURKELA,2079.0
03/01/2026,81,NUMERO UNO,City Centre,SILIGURI,20394.0
03/01/2026,82,MADAME,M.G. Marg,GANGTOK,112883.0
03/01/2026,83,MINIKLUB,City Centre,SILIGURI,42829.0
03/01/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,17685.0
03/01/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,7707.0
03/01/2026,89,MANYAVAR,"City Centre,GHT",GUWAHATI,112579.0
03/01/2026,90,MANYAVAR,Rajarhat CC2,KOLKATA,164023.0
03/01/2026,91,MANYAVAR & MOHEY,Agartala,AGARTALA,14945.0
03/01/2026,92,MANYAVAR & MOHEY,Malda,MALDA,18520.0
03/01/2026,93,SABHYATA,"City Centre,GHT",GUWAHATI,21996.0
03/01/2026,94,NUMERO UNO,NH31A,GANGTOK,0.0
03/01/2026,95,AURELIA,City Centre,SILIGURI,5248.0
03/01/2026,96,TURTLE,Mani Square,KOLKATA,21906.0
03/01/2026,97,MANYAVAR & MOHEY,Jorhat,JORHAT,24388.0
03/01/2026,98,TURTLE,City Centre,SILIGURI,6927.0
03/01/2026,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
03/01/2026,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
03/01/2026,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,80413.0
03/01/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,2624.0
03/01/2026,104,TURTLE,West Point,GANGTOK,16735.0
03/01/2026,105,MANYAVAR & MOHEY,Silchar,SILCHAR,151544.0
03/01/2026,10005,MANYAVAR,Sevok Road,SILIGURI,118475.0
04/01/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,58940.0
04/01/2026,4,VAN HEUSEN,City Centre,SILIGURI,42053.0
04/01/2026,6,SUCCESS,Cosmos Mall,SILIGURI,18143.0
04/01/2026,9,COBB,Cosmos Mall,SILIGURI,29794.0
04/01/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,240997.0
04/01/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,15084.0
04/01/2026,22,MADAME,Cosmos Mall,SILIGURI,50850.0
04/01/2026,23,MADAME,City Centre,SILIGURI,70427.0
04/01/2026,24,MADAME,Roodraksh Mall,GUWAHATI,136802.0
04/01/2026,25,BINGE,Cosmos Mall,SILIGURI,
04/01/2026,26,BINGE,City Centre,SILIGURI,0.0
04/01/2026,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
04/01/2026,33,LONGHORNS,City Centre,SILIGURI,0.0
04/01/2026,35,CASUALS,Hill Cart Road,SILIGURI,12497.0
04/01/2026,37,COLORPLUS,City Centre,SILIGURI,28604.0
04/01/2026,40,COLORPLUS,Mani Square,KOLKATA,83391.0
04/01/2026,41,COLORPLUS,Salt Lake,KOLKATA,119054.0
04/01/2026,42,SABHYATA,City Centre,SILIGURI,52294.0
04/01/2026,45,FREEDOM FASHION,City Centre,SILIGURI,68459.0
04/01/2026,47,TURTLE,Cosmos Mall,SILIGURI,11795.0
04/01/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,39389.0
04/01/2026,56,MANYAVAR,City Centre,SILIGURI,42262.0
04/01/2026,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,456763.0
04/01/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,8398.0
04/01/2026,61,MANYAVAR,Mani Square,KOLKATA,17521.0
04/01/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,33822.0
04/01/2026,63,SABHYATA,Roodraksh Mall,GUWAHATI,0.0
04/01/2026,64,SABHYATA,Junction Mall,DURGAPUR,36462.0
04/01/2026,68,TURTLE,Gariahat,KOLKATA,14831.0
04/01/2026,69,TURTLE,"City Centre,GHT",GUWAHATI,59884.0
04/01/2026,74,BINGE,Crossroad,ROURKELA,20699.0
04/01/2026,76,TURTLE,FORUM MALL,ROURKELA,8996.0
04/01/2026,81,NUMERO UNO,City Centre,SILIGURI,21453.0
04/01/2026,82,MADAME,M.G. Marg,GANGTOK,35633.0
04/01/2026,83,MINIKLUB,City Centre,SILIGURI,28356.0
04/01/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,21471.0
04/01/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,20473.0
04/01/2026,89,MANYAVAR,"City Centre,GHT",GUWAHATI,97622.0
04/01/2026,90,MANYAVAR,Rajarhat CC2,KOLKATA,98752.0
04/01/2026,91,MANYAVAR & MOHEY,Agartala,AGARTALA,19997.0
04/01/2026,92,MANYAVAR & MOHEY,Malda,MALDA,37619.0
04/01/2026,93,SABHYATA,"City Centre,GHT",GUWAHATI,37219.0
04/01/2026,94,NUMERO UNO,NH31A,GANGTOK,0.0
04/01/2026,95,AURELIA,City Centre,SILIGURI,18963.0
04/01/2026,96,TURTLE,Mani Square,KOLKATA,32444.0
04/01/2026,97,MANYAVAR & MOHEY,Jorhat,JORHAT,50567.0
04/01/2026,98,TURTLE,City Centre,SILIGURI,47609.0
04/01/2026,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
04/01/2026,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
04/01/2026,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,75957.0
04/01/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
04/01/2026,104,TURTLE,West Point,GANGTOK,7076.0
04/01/2026,105,MANYAVAR & MOHEY,Silchar,SILCHAR,51338.0
04/01/2026,10005,MANYAVAR,Sevok Road,SILIGURI,28544.0
05/01/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,40563.0
05/01/2026,4,VAN HEUSEN,City Centre,SILIGURI,9804.0
05/01/2026,6,SUCCESS,Cosmos Mall,SILIGURI,10995.0
05/01/2026,9,COBB,Cosmos Mall,SILIGURI,8474.0
05/01/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,123610.0
05/01/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,45123.0
05/01/2026,22,MADAME,Cosmos Mall,SILIGURI,21089.0
05/01/2026,23,MADAME,City Centre,SILIGURI,42288.0
05/01/2026,24,MADAME,Roodraksh Mall,GUWAHATI,59690.0
05/01/2026,25,BINGE,Cosmos Mall,SILIGURI,10000.0
05/01/2026,26,BINGE,City Centre,SILIGURI,0.0
05/01/2026,27,BINGE,Roodraksh Mall,GUWAHATI,4249.0
05/01/2026,33,LONGHORNS,City Centre,SILIGURI,0.0
05/01/2026,35,CASUALS,Hill Cart Road,SILIGURI,7849.0
05/01/2026,37,COLORPLUS,City Centre,SILIGURI,8530.0
05/01/2026,40,COLORPLUS,Mani Square,KOLKATA,22676.0
05/01/2026,41,COLORPLUS,Salt Lake,KOLKATA,90293.0
05/01/2026,42,SABHYATA,City Centre,SILIGURI,43360.0
05/01/2026,45,FREEDOM FASHION,City Centre,SILIGURI,14639.0
05/01/2026,47,TURTLE,Cosmos Mall,SILIGURI,6673.0
05/01/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,8313.0
05/01/2026,56,MANYAVAR,City Centre,SILIGURI,17497.0
05/01/2026,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,54493.0
05/01/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,10197.0
05/01/2026,61,MANYAVAR,Mani Square,KOLKATA,37265.0
05/01/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,3304.0
05/01/2026,63,SABHYATA,Roodraksh Mall,GUWAHATI,0.0
05/01/2026,64,SABHYATA,Junction Mall,DURGAPUR,3440.0
05/01/2026,68,TURTLE,Gariahat,KOLKATA,20992.0
05/01/2026,69,TURTLE,"City Centre,GHT",GUWAHATI,40221.0
05/01/2026,74,BINGE,Crossroad,ROURKELA,13500.0
05/01/2026,76,TURTLE,FORUM MALL,ROURKELA,3638.0
05/01/2026,81,NUMERO UNO,City Centre,SILIGURI,21761.0
05/01/2026,82,MADAME,M.G. Marg,GANGTOK,77187.0
05/01/2026,83,MINIKLUB,City Centre,SILIGURI,26749.0
05/01/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,9800.0
05/01/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,4998.0
05/01/2026,89,MANYAVAR,"City Centre,GHT",GUWAHATI,54309.0
05/01/2026,90,MANYAVAR,Rajarhat CC2,KOLKATA,61163.0
05/01/2026,91,MANYAVAR & MOHEY,Agartala,AGARTALA,100704.0
05/01/2026,92,MANYAVAR & MOHEY,Malda,MALDA,95417.0
05/01/2026,93,SABHYATA,"City Centre,GHT",GUWAHATI,29277.0
05/01/2026,94,NUMERO UNO,NH31A,GANGTOK,0.0
05/01/2026,95,AURELIA,City Centre,SILIGURI,17144.0
05/01/2026,96,TURTLE,Mani Square,KOLKATA,11138.0
05/01/2026,97,MANYAVAR & MOHEY,Jorhat,JORHAT,18419.0
05/01/2026,98,TURTLE,City Centre,SILIGURI,0.0
05/01/2026,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
05/01/2026,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
05/01/2026,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,106379.0
05/01/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,7798.0
05/01/2026,104,TURTLE,West Point,GANGTOK,6329.0
05/01/2026,105,MANYAVAR & MOHEY,Silchar,SILCHAR,10795.0
05/01/2026,10005,MANYAVAR,Sevok Road,SILIGURI,33620.0
06/01/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,28847.0
06/01/2026,4,VAN HEUSEN,City Centre,SILIGURI,35722.0
06/01/2026,6,SUCCESS,Cosmos Mall,SILIGURI,0.0
06/01/2026,9,COBB,Cosmos Mall,SILIGURI,24493.0
06/01/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,50566.0
06/01/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,5036.0
06/01/2026,22,MADAME,Cosmos Mall,SILIGURI,29124.0
06/01/2026,23,MADAME,City Centre,SILIGURI,27756.0
06/01/2026,24,MADAME,Roodraksh Mall,GUWAHATI,75674.0
06/01/2026,25,BINGE,Cosmos Mall,SILIGURI,0.0
06/01/2026,26,BINGE,City Centre,SILIGURI,0.0
06/01/2026,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
06/01/2026,33,LONGHORNS,City Centre,SILIGURI,0.0
06/01/2026,35,CASUALS,Hill Cart Road,SILIGURI,10547.0
06/01/2026,37,COLORPLUS,City Centre,SILIGURI,2949.0
06/01/2026,40,COLORPLUS,Mani Square,KOLKATA,96374.0
06/01/2026,41,COLORPLUS,Salt Lake,KOLKATA,106105.0
06/01/2026,42,SABHYATA,City Centre,SILIGURI,43075.0
06/01/2026,45,FREEDOM FASHION,City Centre,SILIGURI,62033.0
06/01/2026,47,TURTLE,Cosmos Mall,SILIGURI,21488.0
06/01/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,35205.0
06/01/2026,56,MANYAVAR,City Centre,SILIGURI,68214.0
06/01/2026,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,82261.0
06/01/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,2624.0
06/01/2026,61,MANYAVAR,Mani Square,KOLKATA,68182.0
06/01/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,4718.0
06/01/2026,63,SABHYATA,Roodraksh Mall,GUWAHATI,0.0
06/01/2026,64,SABHYATA,Junction Mall,DURGAPUR,30540.0
06/01/2026,68,TURTLE,Gariahat,KOLKATA,10714.0
06/01/2026,69,TURTLE,"City Centre,GHT",GUWAHATI,78762.0
06/01/2026,74,BINGE,Crossroad,ROURKELA,1600.0
06/01/2026,76,TURTLE,FORUM MALL,ROURKELA,0.0
06/01/2026,81,NUMERO UNO,City Centre,SILIGURI,13847.0
06/01/2026,82,MADAME,M.G. Marg,GANGTOK,0.0
06/01/2026,83,MINIKLUB,City Centre,SILIGURI,23800.0
06/01/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,13173.0
06/01/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,5883.0
06/01/2026,89,MANYAVAR,"City Centre,GHT",GUWAHATI,116225.0
06/01/2026,90,MANYAVAR,Rajarhat CC2,KOLKATA,71009.0
06/01/2026,91,MANYAVAR & MOHEY,Agartala,AGARTALA,15995.0
06/01/2026,92,MANYAVAR & MOHEY,Malda,MALDA,76737.0
06/01/2026,93,SABHYATA,"City Centre,GHT",GUWAHATI,11897.0
06/01/2026,94,NUMERO UNO,NH31A,GANGTOK,0.0
06/01/2026,95,AURELIA,City Centre,SILIGURI,3709.0
06/01/2026,96,TURTLE,Mani Square,KOLKATA,19824.0
06/01/2026,97,MANYAVAR & MOHEY,Jorhat,JORHAT,37690.0
06/01/2026,98,TURTLE,City Centre,SILIGURI,15866.0
06/01/2026,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
06/01/2026,100,NUMERO UNO,Galaxy Mall,ASANSOL,0.0
06/01/2026,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,24142.0
06/01/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
06/01/2026,104,TURTLE,West Point,GANGTOK,1599.0
06/01/2026,105,MANYAVAR & MOHEY,Silchar,SILCHAR,20466.0
06/01/2026,10005,MANYAVAR,Sevok Road,SILIGURI,70863.0
07/01/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,24453.0
07/01/2026,4,VAN HEUSEN,City Centre,SILIGURI,12037.0
07/01/2026,6,SUCCESS,Cosmos Mall,SILIGURI,11690.0
07/01/2026,9,COBB,Cosmos Mall,SILIGURI,14332.0
07/01/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,124183.0
